sede_id,sede_desc_castellano,sede_desc_ingles,pais_castellano,pais_ingles,region_geografica,pais_iso_2,pais_iso_3,pais_codigo_telefonico,ciudad_castellano,ciudad_ingles,ciudad_zona_horaria_gmt,ciudad_codigo_telefonico,estado,titular_nombre,titular_apellido,titular_cargo,direccion,codigo_postal,telefono_principal,telefonos_adicionales,celular_guardia,celulares_adicionales,fax_principal,faxes_adicionales,correo_electronico,correos_electronicos_adicionales,sitio_web,sitios_web_adicionales,redes_sociales,atencion_dia_desde,atencion_dia_hasta,atencion_hora_desde,atencion_hora_hasta,atencion_comentario,concurrencias,circunscripcion
EMSUR,"Representación  Permanente  para  MERCOSUR  y  ALADI","Permanent  Mission  for  MERCOSUR  and  ALADI","REPÚBLICA  ORIENTAL  DEL  URUGUAY","REPUBLIC  OF  URUGUAY","AMÉRICA  DEL  SUR",UY,URY,"598","Montevideo","Montevideo",-3,2,Activo,"Mariano  ","Kestelboim  Marcos","Embajador","Plaza  Independencia  759, 7°  Piso-Montevideo, Uruguay","11100","(  598)  2  902  8244","(598)  2  902  9145","(598)  9861  9090","",,"","emsur@mrecic.gov.ar","","emsur.cancilleria.gov.ar","","",,,,,"10  a  18  hs.","",""
ENAUN,"Representación  Permanente  ante  las  Naciones  Unidas","Permanent  Mission  to  the  United  Nations","Estados  Unidos  de  América","UNITED  STATES  OF  AMERICA","AMÉRICA  DEL  NORTE",US,USA,"1","Nueva  York","New  York",-4,212,Activo,"María  del  Carmen  ","Squeff","Embajador","One  U.N.  Plaza, piso  25","NY  10017","00  1  212  688  6300","","00  1  917  523  6163","","00  1  212  980  8395","","enaun@mrecic.gov.ar","","enaun.mrecic.gov.ar","","",,,00:00:00,00:00:00,"9:00  a  19:00","",""
ENICA,"Embajada  en  Nicaragua","Embassy  in  Nicaragua","REPÚBLICA  DE  NICARAGUA","REPUBLIC  OF  NICARAGUA","AMÉRICA  CENTRAL  Y  CARIBE",NI,NIC,"505","Managua","Managua",-5,2,Activo,"Mateo  Daniel  ","Capitanich","Embajador","Las  Colinas.  Calle  Prado  Ecuestre  235  B  (intersección  con  Calle  Los  Mangos)","703  Managua","(505)  2255  0089","(505)  2276  0116","(505)  88829500","(505)  8882  9500","(505)  2276  2654","","enica@mrecic.gov.ar","","https://enica.cancilleria.gob.ar","","@ArgentinaEnNicaragua  //  @argennicaragua  //  ",Lunes,Viernes,07:30:00,16:30:00,"","","Todo  el  Territorio  de  Nicaragua" 
ENIGE,"Embajada  en  Nigeria","Embassy  in  Nigeria","REPÚBLICA  FEDERAL  DE  NIGERIA","FEDERAL  REPUBLIC  OF  NIGERIA","ÁFRICA  SUBSAHARIANA",NG,NGA,"234","Abuja","Abuja",4,9,Activo,"Alejandro  Miguel  F.  ","Herrero","Embajador","30  Nelson  Mandela  Street, off  Desmond  Tutu, Asokoro, Abuja",".","00  234  (0)  8093664820","","00  234  (0)  8090359451","",,"","enige@mrecic.gov.ar","consulares_enige@mrecic.gov.ar  //  comercial_enige@mrecic.gov.ar","enige.cancilleria.gob.ar","","https://www.facebook.com/ArgentinaEnNigeria/  //  https://www.instagram.com/embargennigeria/?igshid=f0laoeu8lhv8  //  ",,,,,"Lunes  a  viernes  de  09:00  a  17:00  hs","BENÍN, BURKINA  FASO, CAMERÚN, REPÚBLICA  CENTROAFRICANA, CHAD, REPÚBLICA  DEL  CONGO, COSTA  DE  MARFIL, GABÓN, GAMBIA, GHANA, GUINEA, GUINEA-BISSAU, GUINEA  ECUATORIAL, LIBERIA, MALI, NÍGER, SANTO  TOMÉ  Y  PRÍNCIPE, SIERRA  LEONATOGO","República  Federal  de  Nigeria, República  de  Benin, Repúblice  de  Burkina  Faso,   República  de  Camerún, República  Centroafricana, República  de  Chad, República  de  Congo  (Brazaville), República  de  Costa  de  Marfil, República  de  Gabón, República  de  Gambia, República  de  Ghana, República  de  Guinea, República  de  Guinea  Bissau, República  de  Guinea  Ecuatorial, Repúbica  de  Liberia, República  de  Mali, República  de  Niger, República  de  Santo  Tomé  y  Príncipe, República  de  Sierra  Leona, República  de  Togo.  " 
ENORU,"Embajada  en  Noruega","Embassy  in  Norway","REINO  DE  NORUEGA","KINGDOM  OF  NORWAY","EUROPA  OCCIDENTAL",NO,NOR,"47","Oslo","Oslo",2,2,Activo,"  Betina  ","Pasquali  de  Fonseca","Embajadora","Drammensveien  39  -  0271  Oslo","PO  Box  4085  AMB  -  0244  Oslo","(0047)  22  55  24  48","(0047)  22  55  24  49","(0047)  948  26  318","",,"","enoru@mrecic.gov.ar","consular.enoru@mrecic.gov.ar  //  comercial.enoru@mrecic.gov.ar  //  cultural.enoru@mrecic.gov.ar","https://enoru.cancilleria.gob.ar/","","https://www.facebook.com/ArgentinaEnNoruega/  //  https://www.instagram.com/ARGenNoruega/  //  ",Lunes,Viernes,09:00:00,16:00:00,"Atención  consular:  de  10:00  a  14:00  -  Todos  los  trámites  requieren  turno  previo","ISLANDIA","Noruega  e  Islandia" 
ENZEL,"Embajada  en  Nueva  Zelandia","Embassy  in  New  Zeland","NUEVA  ZELANDIA","NEW  ZEALAND","OCEANÍA",NZ,NZL,"64","Wellington","Wellington",15,4,Activo,"María  Belén  ","Bogado","Embajadora","Level  5, 15  Murphy  Street","6011","00  64  4  4728330","00  64  4  472  8330","00  64    21411316","","00  64  4  472  8331","","enzel@mrecic.gov.ar","","https://enzel.cancilleria.gob.ar","","",,,00:00:00,00:00:00,"9  a  17  hs.","SAMOA","Nueva  Zelandia  -  Samoa" 
EOIRS,"Misión  Permanente  ante  los  Organismos  Internacionales  en  Ginebra","Permanent  Mission  to  the  International  Organisations  in  Geneve","Confederación  Suiza","SWISS  CONFEDERATION","EUROPA  OCCIDENTAL",CH,CHE,"41","Ginebra","Ginebra",4,22,Activo,"Federico  ","Villegas","Embajador","Route  de  Pré-Bois  20  /  ICC  International  Center  Cointrin  (H, 5º)","1215  GENÈVE  15  /  Case  postale:  1856","0041  22  929  86  00","","0041  79  268  62  89","","0041  22  798  59  95","","eoirs@mrecic.gov.ar  /  argentina@missionarg.ch","","www.eoirs.cancilleria.gov.ar  ","","https://www.facebook.com/ArgentinaEnGinebra  //  www.instagram.com/misionargentinaonu  //  https://twitter.com/ArgentinaONUOMC    //  https://www.youtube.com/channel/UCSOsChik8j7nFJZnPq6K7Ag  //  ",Lunes,Viernes,09:00:00,19:00:00,"9:00  a  19:00  hs.","","EMBAJADA  ARGENTINA  EN  CONFEDERACIÓN  SUIZA    Jungfraustrasse  1, Berna , SUIZA      Teléfono:  00  41  (31)  356  43  42  |  Fax:  00  41  (31)  356  43  40    sitio  Web:  http://www.esuiz.mrecic.gob.ar" 
EPAKI,"Embajada  en  Pakistán","Embassy  in  Pakistan","REPÚBLICA  ISLÁMICA  DE  PAKISTÁN","ISLAMIC  REPUBLIC  OF  PAKISTAN","ASIA",PK,PAK,"92","Islamabad","Islamabad",5,51,Activo,"Leopoldo  Francisco  ","Sahores","Embajador","House  24, Street  18, Sector  F-6/2","44000","0092518438120","","00923078880057","","0092512825564","","epaki@mrecic.gov.ar","","epaki.cancilleria.gob.ar","","https://twitter.com/EmbajadadeArge1  //  ",Lunes,Viernes,09:00:00,15:00:00,"","AFGANISTÁNTAYIKISTÁN","República  Islámica  de  Pakistán, República  Islámica  de  Afganistán  y  República  de  Tajikistán" 
EPARA,"Embajada  en  Paraguay","Embassy  in  Paraguay","REPÚBLICA  DEL  PARAGUAY","REPUBLIC  OF  PARAGUAY","AMÉRICA  DEL  SUR",PY,PRY,"595","Asunción","Asuncion",-4,21,Activo,"Oscar  Domingo  ","Peppo","Embajador","Av.  España  N°  743  ","01","00  595  21  212  320","00  595  21  212  324","00  595  971  266  060","",,"","contacto_epara@mrecic.gov.ar","epara@cancilleria.gov.ar","epara.cancilleria.gov.ar","","https://twitter.com/argenparaguay_  //  https://www.facebook.com/embajada.paraguay  //  ",,,00:00:00,00:00:00,"08:00  a  16:00","",""
EPBAJ,"Embajada  en  Holanda","Embassy  in  Netherlands","REINO  DE  LOS  PAÍSES  BAJOS","KINGDOM  OF  THE  NETHERLANDS","EUROPA  OCCIDENTAL",NL,NLD,"31","La  Haya","The  Hague",2,70,Activo,"Mario  Javier  ","Oyarzábal","Embajador","Javastraat  20","2585AN","0031  70  3118411        /        0031  70  3118412","","0031  621258738","","0031  70  3118410","","epbaj@mrecic.gov.ar","","www.epbaj.mrecic.gov.ar","","https://www.facebook.com/ArgEnPaisesBajos/  //  https://twitter.com/ArgentinaEnPB  //  ",Lunes,Viernes,,,"09.00  a  17.00  hs.","","Reino  de  los  Países  Bajos" 
EPERU,"Embajada  en  Perú","Embassy  in  Peru","REPÚBLICA  DEL  PERÚ","REPUBLIC  OF  PERU","AMÉRICA  DEL  SUR",PE,PER,"51","Lima","Lima",-5,1,Activo,"Enrique  Luis  ","Vaca  Narvaja","Embajador","Avda.  Las  Flores  326  -  San  Isidro","LIMA  27-  PERU","(0051-1)  4414444","(0051-1)  4413241","(00511)  4414444","","(0051-1)  424304","","eperu@mrecic.gov.ar","","www.eperu.mrecic.gov.ar","","https://twitter.com/Emb_Arg_Peru  //  https://www.facebook.com/ArgentinaEnPeru  //  ",,,,,"9:00  A  17:30  HS/  DE  9:30  a    12:30hs.  PÚBLICO","",""
EPNMA,"Embajada  en  Panamá","Embassy  in  Panama","REPÚBLICA  DE  PANAMÁ","REPUBLIC  OF  PANAMA","AMÉRICA  CENTRAL  Y  CARIBE",PA,PAN,"507","Panama","Panama",-2,2,Activo,"Marcelo","Lucco","Embajador","Calle  50  Edificio  Global  Bank  piso  24","832-0458  World  Trade  Center  Panamá","302-0003","(507)  302  0008","(507)  66161112","","(507)  302  0004","","epnma@mrecic.gov.ar","","www.epnma.cancilleria.gob.ar","","@ArgentinaEnPanama  //  ",Lunes,Viernes,08:00:00,13:00:00,"*Horario  de  Oficina:    8:00  a  16:00    //    //  *Horario  de  Atención  al  Público  (Sección  Consular):  Trámites  con  Previa  Cita  de  8:00  a  13:00  ","","República  de  Panamá" 
EPOLO,"Embajada  en  Polonia","Embassy  in  Poland","REPÚBLICA  DE  POLONIA","REPUBLIC  OF  POLAND","EUROPA  CENTRAL  Y  ORIENTAL",PL,POL,"48","Varsovia","Warsaw",2,22,Activo,"  Ana  María  ","Ramírez","Embajador","Aleje  Jerozolimskie  123a","02-017  Varsovia","617  60  28","","506067852","","617  71  62","","epolo@mrecic.gov.ar","secons.epolo@mrecic.gov.ar  //  cultura.epolo@mrecic.gov.ar  //  secom.epolo@mrecic.gov.ar","epolo.mrecic.gov.ar","","https://www.facebook.com/Embajada-de-la-Rep%C3%BAblica-Argentina-en-Polonia-1726942037398853/  //  ",Lunes,Viernes,00:00:00,00:00:00,"Atención  Consular  con  cita  previa.  Horario  de  atención  Consular  de  9  a  14  hs.","LITUANIA","Todo  el  territorio  de  las  Repúblicas  de  Polonia  y  Lituania." 
EPORT,"Embajada  en  Portugal","Embassy  in  Portugal","REPÚBLICA  PORTUGUESA","PORTUGUESE  REPUBLIC","EUROPA  OCCIDENTAL",PT,PRT,"351","Lisboa","Lisbon",1,21,Activo,"Rodolfo  Hugo  ","Gil","Embajador","Ave.  Joao  Crisostomo, 8  Rch/Esq","1000-178","00  351  21  7959223  ","00  351  21  7977311","00351919021535","","00  351  21  7959225","","eport@mrecic.gov.ar","","eport.mrecic.gov.ar","","",Lunes,Viernes,09:30:00,16:30:00,"","CABO  VERDE","Todo  el  territorio  continental  y  marítimo  de  Portugal, Madeira  y  Azores.  Islas  de  Cabo  Verde" 
EQATR,"Embajada  en  Qatar","Embassy  in  Qatar","ESTADO  DE  QATAR","STATE  OF  QATAR","ASIA",QA,QAT,"974","Doha","Doha",3,,Activo,"Guillermo  Luis  ","Nicolás","Embajador","6  Rawdat  Ehraish  St., West  Bay, Zone  66, Doha","24204","00  974  4417  3601","","00  974  5039  8775","","00  974  4427  3609","","eqatr@mrecic.gov.ar","","eqatr.mrecic.gov.ar","","@embargenqatar  //  @embargenqatar  //  ",Domingo,Jueves,08:30:00,14:30:00,"Horario  de  atención  de  la  Sección  Consular:  domingo  a  jueves, de  09:00  a  13:00  horas.","","Qatar"
ERICA,"Embajada  en  Costa  Rica","Embassy  in  Costa  Rica","REPÚBLICA  DE  COSTA  RICA","REPUBLIC  OF  COSTA  RICA","AMÉRICA  CENTRAL  Y  CARIBE",CR,CRI,"506","San  José","San  Jose",-6,,Activo,"Luis  Eugenio","Bellando","Embajador","Curridabat, de  Plaza  del  Sol, 700m  sur  y  25m  este, 4ta, casa  sobre  la  izquierda","11801","(506)  2234  6270","(506)  2234  6520","(506)  8704-1479","","(506)  2283  9983","","erica@mrecic.gov.ar","","https://erica.cancilleria.gob.ar","","https://www.facebook.com/argentinaencostarica/  //  ",Lunes,Viernes,08:30:00,13:00:00,"Horario  de  atención  consular","","Todo  el  territorio  de  Costa  Rica" 
ERUMA,"Embajada  en  Rumania","Embassy  in  Romania","RUMANIA","ROMANIA","EUROPA  CENTRAL  Y  ORIENTAL",RO,ROU,"40","Bucarest","Bucarest",3,21,Activo,"  Felipe  G.  ","Alvarez  de  Toledo","Embajador","Union  International  Center  -  Str.  Ion  Campineanu  11, 3er.  piso, of.  301  ","010031","(0040)  372753040","(0040-21)  3122626","(40)  734444470","","(0040-21)  3120116","","eruma@mrecic.gov.ar","","www.eruma.mrecic.gov.ar","","https://www.facebook.com/ArgentinaEnRumania  //  https://www.instagram.com/argentinaenrumania  //  ",Lunes,Viernes,09:00:00,17:00:00,"9  a  17  horas","MOLDOVA","Todo  el  territorio  de  Rumania  y  la  República  Moldova" 
ERUNI,"Embajada  en  Reino  Unido","Embassy  in  United  Kingdom","REINO  UNIDO  DE  GRAN  BRETAÑA  E  IRLANDA  DEL  NORTE","UNITED  KINGDOM  OF  GREAT  BRITAIN  AND  NORTHERN  IRELAND","EUROPA  OCCIDENTAL",UK,GRB,"44","Londres","London  ",0,207,Activo,"Javier  Esteban  ","Figueroa","Embajador","65  Brook  Street    London","W1K  4AH","00  44  207  318  1300","","00447793654075","","00  44  207  318  1301","","eruni@mrecic.gov.ar","","https://eruni.cancilleria.gob.ar","","https://twitter.com/ARGinUK  //  https://www.facebook.com/ARGinUK/  //  https://www.flickr.com/photos/138300767@N07/albums  //  https://www.instagram.com/arginuk/  //  https://www.youtube.com/channel/UCzaGU10f-77SR56kini9-1g/videos?view_as=subscriber  //  ",Lunes,Viernes,09:00:00,18:00:00,"9:00    a  18:00  hs","",""
ESAFR,"Embajada  en  Sudáfrica","Embassy  in  South  Africa","REPÚBLICA  DE  SUDÁFRICA","REPUBLIC  OF  SOUTH  AFRICA","ÁFRICA  SUBSAHARIANA",ZA,ZAF,"27","Pretoria","Pretoria",2,12,Activo,"Claudio  ","Pérez  Paladino","Embajador","3rd  floor, Standard  Plaza  Building, 440  Hilda  Street, Hatfield, Pretoria  ","0083","00  27  12  430  3524","00  27  12  430  3527","00  27  609921682","",,"","esafr@mrecic.gov.ar","","http://esafr.mrecic.gov.ar/","","facebook.com/ArgenSudafrica  //  https://twitter.com/EmbArgentina  //  https://www.instagram.com/argentinaensudafrica  //  ",Lunes,Viernes,08:00:00,16:00:00,"08:00  a  16:00  horas","LESOTHO, ESWATINI, NAMIBIA, BOTSWANA, MAURICIO, MALAWI, ZAMBIAZIMBABWE","Sudáfrica, Botswana,   Lesotho,   Namibia, Eswatini,   Zambia , Zimbabwe, Mauricio  y  Malawi." 
ESALV,"Embajada  en  El  Salvador","Embassy  in  El  Salvador","REPÚBLICA  DE  EL  SALVADOR","REPUBLIC  OF  EL  SALVADOR","AMÉRICA  CENTRAL  Y  CARIBE",SV,SLV,"503","San  Salvador","San  Salvador",-6,,Activo,"Rubén  Javier  ","Ruffi","Embajador","Colonia  Maquilishuat  y  Avenida  El  Almendro  #  2-5.","1101","(503)  25219400","","(503)  7862-6494","",,"","esalv@mrecic.gov.ar","","https://esalv.cancilleria.gob.ar","","https://twitter.com/ARGenElSalvador  //  https://www.facebook.com/ArgentinaEnElSalvador/  //  https://www.instagram.com/embargenelsalvador/  //  ",Lunes,Viernes,08:00:00,16:00:00,"","","Todo  el  territorio  de  El  Salvador" 
ESENE,"Embajada  en  Senegal","Embassy  in  Senegal","REPÚBLICA  DE  SENEGAL","REPUBLIC  OF  SENEGAL","ÁFRICA  SUBSAHARIANA",SN,SEN,"221","Dakar","Dakar",0,8,Activo,"Marcia  Rosa  ","Levaggi","Embajadora","Rue  3  x  Rue  B","10700","(503)  25219400","","+221781556913","",,"","secon_esene@mrecic.gov.ar","esene@mrecic.gov.ar","https://esene.cancilleria.gob.ar/","","@ARGenSenegal  //  ",,,,,"","",""
ESERB,"Embajada  en  Serbia","Embassy  in  Serbia","REPÚBLICA  DE  SERBIA","REPUBLIC  OF  SERBIA","EUROPA  CENTRAL  Y  ORIENTAL",RS,SRB,"381","Belgrado","Belgrad",2,11,Activo,"Osvaldo  Narciso  ","Mársico","Embajador","Knez  Mihailova  24/I","11000","(381)  11  2623  751","(381)  11  2621  550","(381)  63  377197","","(381)  11  2622  630","","eserb@mrecic.gov.ar","","https://eserb.cancilleria.gob.ar","","Facebook.com/ArgentinaEnSerbia  //  Instagram.com/ARGinSerbia  //  ",Lunes,Viernes,08:00:00,16:00:00,"Horario  de  atención  al  público  de  08.30  a  15.30  hs","MONTENEGRO","Territorio  de  la  República  de  Serbia  " 
ESING,"Embajada  en  Singapur","Embassy  in  Singapore","REPÚBLICA  DE  SINGAPUR","REPUBLIC  OF  SINGAPORE","ASIA",SG,SGP,"65","Singapur","Singapore",7,,Activo,"Mauricio","Nine","Embajador","7  Temasek  Boulevard, Suntec  Tower  One, #15-03","038987","+65  6887  9808  (Embajada)","+65  6887  9820  (Sección  Consular)","+65  9787  4442","","+65  6887  9809","","esing@mrecic.gov.ar","secon_esing@mrecic.gov.ar  //  embargentina_trade@mrecic.gov.ar","https://esing.cancilleria.gob.ar","","https://twitter.com/ARGinSingapore  //  https://instagram.com/argentine_embassy_singapore?igshid=YmMyMTA2M2Y=  //  ",Lunes,Viernes,09:00:00,17:00:00,"de  9.00  a  13.00  hs  -  horario  atención  al  público  Sección  Consular","","República  de  Singapur" 
ESSED,"Representación  ante  la  Santa  Sede","Representation  to  the  Holy  See","SANTA  SEDE","VATICAN  CITY  STATE","EUROPA  OCCIDENTAL",VA,VAT,"39","Roma","Rome",1,06,Activo,"María  Fernanda  ","Silva","Embajadora","Via  della  Conciliazione  22,   3er  piso","00193","00  39  06  686  5303","","  00  39  366  832  5997  ","","00  39  06  687  9021","","essed@mrecic.gov.ar","","essed.mrecic.gov.ar","","https://twitter.com/ArgSantaSede  //  https://www.youtube.com/c/EmbajadaArgentinaantelaSantaSede  //  https://www.facebook.com/ArgEnSantaSede  //  https://www.instagram.com/argensantasede/  //  ",Lunes,Viernes,09:00:00,17:00:00,"","","  -  -  -  -  -  -  -" 
ESUEC,"Embajada  en  Suecia","Embassy  in  Sweden","REINO  DE  SUECIA","KINGDOM  OF  SWEDEN","EUROPA  OCCIDENTAL",SE,SWE,"46","Estocolmo","Stockholm",1,8,Activo,"Maria  Clara","Biglieri","Embajador","Narvavägen  32  -  2°  piso","115  22","(0046)  86631965","","(0046)  708735960","",,"","esuec@mrecic.gov.ar","","www.esuec.mrecic.gov.ar","","https://se.linkedin.com/showcase/arginsweden  //  https://www.facebook.com/arginsweden/  //  https://www.instagram.com/arginsweden/  //  ",Lunes,Viernes,09:00:00,17:00:00,"09:00  a  17:00","","Reino  de  Suecia" 
ESUIZ,"Embajada  en  Suiza","Embassy  in  Switzerland","Confederación  Suiza","SWISS  CONFEDERATION","EUROPA  OCCIDENTAL",CH,CHE,"41","Berna","Bern",1,31,Activo,"Alberto  Pedro  ","D'Alotto","Embajador","Jungfraustrasse  1","3005","00  41  (31)  356  43  42","","00  41  (79)  817  79  72","","00  41  (31)  356  43  40","","esuiz@mrecic.gov.ar","","esuiz.cancilleria.gob.ar","","",Lunes,Viernes,09:00:00,19:00:00,"","LIECHTENSTEIN","Territorio  de  la  Confederación  Suiza  y  Principado  de  Liechtenstein" 
ESURI,"Embajada  en  Surinam","Embassy  in  Suriname","REPÚBLICA  DE  SURINAME","REPUBLIC  OF  SURINAME","AMÉRICA  DEL  SUR",SR,SUR,"597","Paramaribo","Paramaribo",-3,000,Activo,"Marcelo  Aldo  ","Salviolo","Encargado  de  Negocios  a.i.","  Washington  Straat  N°11, Benni  s  Park  1, Paramaribo","--","00  (597)  442  659","",,"",,"","esuri@mrecic.gov.ar","","esuri.cancilleria.gob.ar","","",,,00:00:00,00:00:00,"Lunes  a  Viernes  8:00  a  16:00;  ","","República  de  Suriname" 
ETAIL,"Embajada  en  Tailandia","Embassy  in  Thailand","REINO  DE  TAILANDIA","KINGDOM  OF  THAILAND","ASIA",TH,THA,"66","Bangkok","Bangkok",7,2,Activo,"Gustavo  Alberto","Martino","Embajador","Suite  1601, VASU  1  Building, No.  1  Soi  25, Sukhumvit  Road","10110","(66-2)  259  0401","(66-2)  259  9198","(66)  852219398","","(66-2)  259  0402","","etail@mrecic.gov.ar","","https://etail.cancilleria.gob.ar","","https://www.facebook.com/ArgEnTailandiaBangkok/?tn-str=k*F  //  ",,,00:00:00,00:00:00,"9:00  -  17:00","CAMBOYA, MYANMARLAOS","Tailandia, Camboya, Myanmar  y  Laos  " 
ETRIA,"Embajada  en  Austria","Embassy  in  Austria","REPÚBLICA  DE  AUSTRIA","REPUBLIC  OF  AUSTRIA","EUROPA  OCCIDENTAL",AT,AUT,"43","Viena","Viena",2,1,Activo,"Holger  Federico  ","Martinsen","Embajador","Lugeck  1, séptimo  piso.    Sede  de  la  Sección  Consular:  Lugeck  2, séptimo  piso  (1010)","1010","(0043-1)  5335171","(0043-1)  5338463","(0043)  6767073336  ","",,"","etria@mrecic.gov.ar;  embargviena@embargviena.at","Email  de  la  Sección  Consular:  consular-etria@mrecic.gov.ar","https://etria.cancilleria.gob.ar","","https://www.facebook.com/ArgentinaEnAustria/  //  https://twitter.com/ARGenViena  //  https://www.instagram.com/argenviena/  //  ",Lunes,Viernes,09:00:00,17:00:00,"","ESLOVAQUIAESLOVENIA","REPUBLICAS  DE  AUSTRIA, ESLOVAQUIA  Y  ESLOVENIA" 
ETRIN,"Embajada  en  Trinidad  y  Tobago","Embassy  in  Trinidad  and  Tobago","REPÚBLICA  DE  TRINIDAD  Y  TOBAGO","REPUBLIC  OF  TRINIDAD  AND  TOBAGO","AMÉRICA  CENTRAL  Y  CARIBE",TT,TTO,"1","Puerto  España","Port  of  Spain",-4,868,Activo,"Marcelo  Gabriel  ","Suárez  Salvia","Embajador","Tatil  Building, 4to  Piso,   11  Maraval  Road, Puerto  España","0000","+1  (868)  628  7562","+1  (868)  628  7557","+1  (868)  748  2186","","+  1  (868)  628  7544","","etrin@mrecic.gov.ar","","www.etrin.mrecic.gov.ar","","www.facebook.com/ArgentinaEnTrinidadYTobago  //  arg_trinidad_tobago  //  ",Lunes,Viernes,09:00:00,16:00:00,"","GRANADASAN  VICENTE  Y  LAS  GRANADINAS","Granada, San  Vicente  y  Las  Granadinas" 
ETUNE,"Embajada  en  Túnez","Embassy  in  Tunisia","REPÚBLICA  TUNECINA","TUNISIAN  REPUBLIC","ÁFRICA  DEL  NORTE  Y  CERCANO  ORIENTE",TN,TUN,"216","Tunez","Tunisia",2,71,Activo,"José  María  ","Arbilla","Embajador","Rue  du  Lac  Victoria  -  Les  Berges  du  Lac  ","1053  Tunis","+  (216)  71  860  122","+  (216)  71  964  782","+  (216)  54572777","",,"","etune@mrecic.gov.ar  (correo  inst.)","","etune.cancilleria.gob.ar","","https://www.facebook.com/ArgEnTunez/  //  https://www.twitter.com/EmbajadaTunez  //  https://www.instagram.com/embargentinatn  //  https://www.youtube.com/channel/UC8kSZug1SPHrp3r1hGzhjtg  //  ",Lunes,Viernes,09:00:00,17:00:00,"","LIBIAMAURITANIA","Túnez, Mauritania, Libia" 
ETURQ,"Embajada  en  Türkiye","Embassy  in  Türkiye","República  de  Türkiye","REPUBLIC  OF  TÜRKIYE","EUROPA  OCCIDENTAL",TR,TUR,"90","Ankara","Ankara",3,312,Activo,"Patricia  Beatriz  ","Salas","Embajadora","Karaca  Sokak, 19  -  Gaziosmanpaşa","06700","+90  312  4462061","+90  312  4462062","+90  533  5489718","","+90  312  4462063","","eturq@mrecic.gov.ar","","https://eturq.cancilleria.gob.ar","","@Argentinaenturquia/  //  @embargenturquia  //  @ARGenTurquia  //  ",Lunes,Viernes,09:00:00,16:00:00,"","GEORGIA","Territorios  de  Türkiye  (provincias  de  Adiyaman, Agri, Aksaray, Ankara, Antalya, Ardahan, Batman, Bingol, Bitlis, Bolu, Cankiri, Diyarbakir, Elazig, Erzincan, Erzurum, Eskisehir, Gaziantep, Hakkari, Igdir, Karaman, Kars, Kayseri, Kilis, Kirikkale, Kirsehir, Konya, Malatya, Mardin, Mus, Neveshir, Nigde, Siirt, Sirnak, Sivas, Sanliurfa, Tunceli, Van, Yozgat)  y  Georgia" 
EUCRA,"Embajada  en  Ucrania","Embassy  in  Ukraine","UCRANIA","UKRAINE","EUROPA  CENTRAL  Y  ORIENTAL",UA,UKR,"380","Kiev","Kiev",3,44,Activo,"Elena  Leticia  ","Mikusinski","Embajadora","Ivana  Fedorova  12, piso  6","01901","+38044  238  6922","+38044  5813327","+38  097  139  0373","","+38044  2386922","","eucra@mrecic.gov.ar","secon_eucra@mrecic.gov.ar  //  secom_eucra@mrecic.gov.ar  //  cultura_eucra@mrecic.gov.ar","https://eucra.cancilleria.gob.ar","","https://www.facebook.com/ArgentinaEnUcrania  //  https://www.instagram.com/argenucrania/  //  ",Lunes,Viernes,09:00:00,17:00:00,"","","Todo  el  territorio  de  Ucrania" 
EUNES,"Delegación  Permanente  ante  la  Organización  de  las  Naciones  Unidas  para  la  Educación, la  Ciencia  y  la  Cultura","Permanent  Delegation  to  the  United  Nations  Educational, Scientific  and  Cultural  Organization","REPÚBLICA  FRANCESA","FRENCH  REPUBLIC","EUROPA  OCCIDENTAL",FR,FRA,"33","París","Paris",2,1,Activo,"Marcela  Miriam  ","Losardo","Representante  Permanente","1, Rue  Miollis  -  Piso  7  -  Oficinas  7.01  a  7.10","75015","00  33  1  4568  3442","00  33  1  4568  3438","33646346458","",,"","dl.argentina@unesco-delegations.org","","www.eunes.mrecic.gov.ar","","https://twitter.com/ArgentinaUNESCO  //  https://www.facebook.com/delegation.argentine/  //  ",,,,,"09:00  a  18.00  hs","",""
EUNGR,"Embajada  en  Hungría","Embassy  in  Hungary","HUNGRÍA","HUNGARY","EUROPA  CENTRAL  Y  ORIENTAL",HU,HUN,"36","Budapest","Budapest",1,1,Activo,"Hernán  María  ","Patiño  Mayer","Embajador","Vérhalom  utca  12-16.  Edificio  A/21","1023","+36  1  326  0492","+36  1  326  1391","+36  30  900  9507","",,"","  eungr@mrecic.gov.ar      ","","https://eungr.cancilleria.gob.ar","","https://www.facebook.com/ArgentinaEnHungria  //  ",,,00:00:00,00:00:00,"9:00  a  17:00  horas","BOSNIA  Y  HERZEGOVINACROACIA","Todo  el  territorio  de  Hungría;  Bosnia  y  Herzegovina;  República  de  Croacia;  Montenegro  " 
