sede_id,sede_desc_castellano,sede_desc_ingles,tipo_seccion,nombre_titular,apellido_titular,cargo_titular,telefono_principal,telefonos_adicionales,celular_de_guardia,celulares_adicionales,fax_principal,faxes_adicionales,correo_electronico,correos_adicionales,sitio_web,sitios_web_adicionales,atencion_dia_desde,atencion_dia_hasta,atencion_hora_desde,atencion_hora_hasta,comentario_del_horario,temas
ENIGE,"Sección  Económica  y  Comercial","Commercial  Section  ","Seccion","Nicolás  María  ","Perazzo  Naon","Jefe  de  Sección  Económica  y  Comercial","00  234  (0)  809  366  4760","",,"",,"","comercial_enige@mrecic.gov.ar","",,"",,,00:00:00,00:00:00,"Lunes  a  viernes  de  09:00  a  17:00  hs.",
EBELG,"Sección  Económica  y  Comercial","Commercial  Section","Seccion","Jesica  Daniela  ","Ambrosini","Jefe  de  Sección","00  32    2  626  04  88","",,"","00  32  2  647  9319","","secom_ebelg@cancilleria.gob.ar","",,"",Lunes,Viernes,,,"de  9:00  a  17:00  hs.",
EPERU,"Sección  Económica  y  Comercial  ","Oficina  Económica  y  Comercial","Seccion","Celina  ","Auslender","Jefa  de  Sección","(0051-1)4224361","(0051-1)4224361",,"",,"","comercial_eperu@mrecic.gov.ar","",,"",,,,,"9:00  A  17:30  HS",
EJAMA,"Sección  Económica  y  Comercial","Economica  y  Comercial","Seccion","Facundo  A.","Santiago","Jefe  de  Sección  Económica  y  Comercial","1  8769265588","",18763699372,"",,"","ejama@mrecic.gov.ar","",,"",Lunes,Viernes,08:00:00,16:00:00,"",
ESAFR,"Sección  Económica  y  Comercial","Trade  and  Economics  Section","Seccion","  Cristina  Eugenia  ","Vijande","Jefa  de  Sección","27  12  430  3524/7  ","",27  (0)  609921682,"","","","esafr@cancilleria.gob.ar","",,"",Lunes,Viernes,08:00:00,16:00:00,"",
CVIGO,"Sección  Económica  y  Comercial","Sección  Económica  y  Comercial","Sección  Consular","Horacio  Martín  ","Doval","Cónsul  General","34  986  435899","",34  607  663  949,"","34  986439292","","cvigo@cancilleria.gob.ar","","https://cvigo.cancilleria.gob.ar/es/content/promoci%C3%B3n-comercial","",,,,,"",
EINDI,"Sección  Económica  y  Comercial","Commercial","Seccion","Denise  Ana  ","Preguica  Bozic","Jefe/a  de  Sección  Económica  y  Comercial","+91  11    4078  1900","",,"",,"","comercial_eindi@mrecic.gov.ar","","  http://www.eindi.mrecic.gov.ar/","",Lunes,Viernes,10:00:00,18:00:00,"",
CFRAN,"Sección  Económica  y  Comercial","Trade  and  Economic  Section","Seccion","Miriam  Beatriz  ","Chaves","Cónsul  General",,"",,"",,"","cfran@cancilleria.gob.ar","",,"",,,,,"9  a  17  hs",
CRECI,"Sección  Económica  y  Comercial","Economic  and  Commercial  Section","Sección  Consular","Alejandro  Manuel  ","Funes  Lastra","Jefe  de  Sección","55  81  3131  9005  /  9016","",,"","","","comercial_creci@mrecic.gov.ar","","creci.mrecic.gov.ar","",Lunes,Viernes,09:00:00,17:00:00,"",
ECUBA,"Sección  Económica  y  Comercial","Commercial  Promotion","Seccion","Gabriel  Hernán  ","Rosa","Jefe  de  Sección  Económica  y  Comercial","53  72042565","53  72042972",005352868055,"","","","comercial_ecuba@mrecic.gov.ar","","http://ecuba.mrecic.gov.ar/es/content/promoci%C3%B3n-comercial","",Lunes,Viernes,08:30:00,16:30:00,"08:30  a  16:30  Hs.  (Lunes  a  Viernes)",
ETUNE,"Sección  Económica  y  Comercial","Economic  and  Commercial  Section","Seccion","Sebastián  ","Ballina","Jefe  de  Sección  Económica  y  Comercial","216  71  964  782","",,"","","","secom_etune@cancilleria.gob.ar","",,"",,,09:00:00,18:00:00,"",
EMSIA,"Sección  Económica  y  Comercial","Economic  and  Commercial  Section","Seccion","  Alexis  Damián  Elías  ","Am","Jefe  de  Sección  Económica  y  Comercial","(+60)  03-2144-1451","",(+60)  012-201-2464,"","(+60)  03-2144-1428","","comercial_emsia@mrecic.gov.ar","","emsia.cancilleria.gob.ar","",Lunes,Viernes,09:00:00,17:00:00,"",
CTORO,"SECCION  ECONOMICA  Y  COMERCIAL","TRADE  AND  ECONOMIC  SECTION","Seccion","Rafael  ","Galetto","Jefe  de  Sección  Económica  y  Comercial","1  416  9550512","1  416  9559105",,"","1  416  9550868","","comercial_ctoro@mrecic.gov.ar","",,"",,,00:00:00,00:00:00,"",
EISIA,"Sección  Económica  y  Comercial","Head  of  Commercial  and  Economic  Section","Seccion","Juan  Ignacio  ","Lacunza","Jefe  de  Sección  Económica  y  Comercial","0062  212303061","+62212303061",,"","2303962","","comercial_eisia@mrecic.gov.ar","",,"",,,,,"08:00-16:00",
CSHAN,"Sección  Económica  y  Comercial","Sección  Económica  y  Comercial","Seccion","Federico  Nahuel  ","López  Brusau","Jefe  de  Sección  Económica  y  Comercial",,"",,"",,"","cshan@mrecic.gov.ar","",,"",,,,,"10:00  a  17:00  hs.",
EHILE,"Sección  Económica  y  Comercial","Economic  and  Commercial  Section","Seccion","Cristina  Andrea  ","Briel","Jefa  de  Sección  Económica  y  Comercial","2582  2505/35/37","",,"","56-2-2639  3321","","secom_ehile@mrecic.gov.ar","","http://www.ehile.cancilleria.gov.ar/","",Lunes,Viernes,09:00:00,17:00:00,"",
EGUAT,"Sección  Económica  y  Comercial","Comercial","Seccion","Liliana  Noemí  ","Roche","Jefe  de  Sección","+502  2464-5900","",,"","502  ","","comercialeguat@mrecic.gov.ar","","https://eguat.cancilleria.gob.ar/","",,,,,"9.00  a  16.00hs",
ERICA,"Sección  Económica  y  Comercial","Sección  Económica  y  Comercial","Seccion","Martina  ","Guarnaschelli","Jefe  de  Sección",,"",,"",,"","comercial_erica@mrecic.gov.ar","",,"",,,,,"08:30  a  16:00  hs",
ESURI,"Sección  Económica  y  Comercial",,"Seccion","  Juan  Ignacio  ","Rossi  Sammartino","Jefe  de  Sección  Económica  y  Comercial",,"",,"",,"",,"",,"",,,,,,
EAZER,"Sección  Económica  y  Comercial","Sección  Económica  y  Comercial","Seccion","Víctor  Enrique  ","Marzari","Jefe  de  Sección  Económica  y  Comercial","+994  12  4935942","",,"","+994  12  4935943","","eazer@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
ETAIL,"Sección  Económica  y  Comercial","Economic  and  Commercial  Section","Seccion","Juan  Pablo  ","Volken","Jefe  de  Sección  Económica  y  Comercial","00  66  2  259  0401","",,"","00  66  2  259  0402","","secom_etail@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EPNMA,"Sección  Económica  y  Comercial","Sección  Económica  y  Comercial","Seccion","Márcio  ","Pessoa  Da  Silveira","Jefe  de  Sección  Económica  y  Comercial","507  302  0003","",507  66161112,"",,"","comercial_epnma@cancilleria.gob.ar","",,"",,,,,"8:00  a  16:00  hs.",
,"Sección  Económica  y  Comercial",,"Seccion","0",,,,"",,"",,"",,"",,"",,,,,,
EUCRA,"Sección  Económica  y  Comercial","Sección  Económica  y  Comercial","Seccion","Elena  Leticia  ","Mikusinski","Jefa  de  Sección  Económica  y  Comercial","","",,"","","","secom_eucra@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EMOZA,"Sección  Económica  y  Comercial  ","Economic  and  Commercial  Section","Seccion","Pablo  Nicolás  ","Spahr","Jefe  de  Sección  Económica  y  Comercial","","",,"","","","emoza@cancilleria.gob.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EPBAJ,"Sección  Económica  y  Comercial, Prensa  y  Turismo.","Sección  Económica  y  Comercial, Prensa  y  Turismo","Seccion","Marta  Eva  ","González","Jefe  de  Sección  Económica  y  Comercial","0031  (070)  3118426        /        0031  (070)  3118427","",,"",,"","comercial_epbaj@mrecic.gov.ar","",,"",,,,,"09.00  a  17.00  hs.",
EITAL,"Sección  Económica  y  Promoción  de  Inversiones","Sección  Económica","Seccion","Leandro  Hipólito  A.  ","Salinardi","Jefe  de  Sección",,"",,"",,"","economica_eital@mrecic.gov.ar","",,"",,,,,"",
CHONG,"Sección  Económica-Comercial","Sección  Económica  y  Comercial","Seccion","Damián  ","Yazlle","Jefe  de  Sección  Económica  y  Comercial","","",,"","","","chong@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
ECANA,"Sección  Económica-Comercial, Cooperación  e  Innovación","Economic, Trade, Cooperation  and  Innovation  Affairs","Seccion","Pablo  ","Castagnino","Jefe  de  Sección","","",,"","","","comercialecana@cancilleria.gob.ar","",,"",Lunes,Viernes,,,"",
ESING,"Sección  Económica, Comercial  y  de  Inversiones","Economic, Trade  and  Investment  Section","Seccion","  Diego  H.  ","González  Massenio","Jefe  de  Sección  Económica  y  Comercial",,"",,"",,"","embargentina_trade@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EVIET,"Sección  Económica, Comercial  y  de  Inversiones","Economic, Comercial  &  Investments  Section","Seccion","Francisco  J.  ","Franco  Martinez","Jefe  de  Sección  Económica  y  Comercial","84  24  3831  5262","",,"",,"","comercialeviet@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
ESUIZ,"Sección  Económica, Comercial  y  de  Inversiones","Commercial  Section","Seccion","Paulo  Antonio  ","Zappia","Jefe  de  Sección","00  41  (31)  356  43  42","",,"",,"","esuiz@cancilleria.gob.ar","",,"",Lunes,Viernes,09:00:00,19:00:00,"",
EEARB,"Sección  Económica, Comercial  y  de  Inversiones  /  Oficina  Comercial  en  Dubai","Economic, Trade  and  Investment  Section  /  Trade  Office  in  Dubai","Seccion","Gabriel","Jorquera","Jefe  de  Sección  Económica  y  Comercial","","",,"","","","ocbai@mrecic.gov.ar","",,"",Domingo,Jueves,08:00:00,16:00:00,"",
ESUEC,"Sección  Económica, Comercial  y  de  Promoción  de  Inversiones","Trade  and  Investment  Promotion  Department","Seccion","Felipe","Spitale","Jefe  de  Sección  Económica  y  Comercial","(0046)  86631965","",,"","","","secom_esuec@mrecic.gov.ar","","https://esuec.cancilleria.gob.ar/es/promoci%C3%B3n-comercial-0","",Lunes,Viernes,09:00:00,17:00:00,"09:00  a  17:00",
ERUNI,"Sección  Económica, Comercial  y  Turismo","Económica, Comercial  y  Turismo","Seccion","Pedro  ","Sondereguer","Jefe/a  de  Sección  Económica  y  Comercial","0044  0207    318  1300","",,"",,"","eruni@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,18:00:00,"",
ECOLO,"Sección  Económica, Comercial  y  Turismo","Sección  Económica  y  Comercial","Seccion","Natalia  Melina  ","Gajst","Jefe  de  Sección  Económica  y  Comercial","+57  601  288  0900","",,"","","","comercial_colombia@cancilleria.gov.ar","",,"",,,,,"07.00  a  17.00",
EBOLV,"Sección  Económica, Comercial, de  Inversiones  y  Turismo.","Sección  Económica, Comercial, de  Inversiones  y  Turismo.","Seccion","Cristian  ","Martínez  Espinosa","Jefe  de  Sección  Económica  y  Comercial","+591  2  2417737","+591  2  2417737",,"","591  2  2422727","","rti@mrecic.gov.ar","secom_ebolv@cancilleria.gob.ar","ebolv.mrecic.gov.ar","",,,,,"08:30  a  16:30",
EBOLV,"Sección  Económica, Comercial, de  Inversiones  y  Turismo.","Sección  Económica, Comercial, de  Inversiones  y  Turismo.","Seccion","Franco  Adrián  ","Quiles","Representante  Permanente  Alterno  a.c.","591  2  2417737","",,"",,"","qfa@mrecic.gov.ar","","secom_ebolv@cancilleria.gob.ar","",,,00:00:00,00:00:00,"",
EFRAN,"Sección  Económica, Comercial, Promoción  e  Inversiones","Sección  Económica, Comercial, Promoción  e  Inversiones","Seccion","Pablo  Alejandro  ","Ciotti","Jefe  de  Sección","0033144052736","",,"","0033144051295","","secom_efran@mrecic.gov.ar","",,"",,,,,"09:00  a  13:00  y  14:00  a  17:00  hs",
EISRA,"Sección  Económico-Comercial  y  de  Cooperación","Economics  and  Trade  Section  (includes  Tourism)","Seccion","Nicolás  Gustavo  ","Gauna","Jefe  de  Sección  Económica  y  Comercial","+972  73  252  0810","(972-73)  2520807  //  (972-73)  2520801",,"","(972-9)  9702748","","comercialeisra@mrecic.gov.ar","niq@mrecic.gov.ar",,"",,,,,"",
EBRAS,"Sección  Económico-Comercial, Inversiones  y  Turismo","Sección  Económico-Comercial, Inversiones  y  Turismo","Seccion","Rodrigo  Carlos  ","Bardoneschi","Jefe  de  Sección","55  61  3212-7600","",,"","55  61  3212-7666","","ebras@mrecic.gob.ar","",,"",,,00:00:00,00:00:00,"",
EECUA,"Sección  Educación  y  Cooperación","Sección  Educación  y  Cooperación  ","Seccion","Alejandra  Elena  ","Di  Vico","Jefe  de  Sección",,"",,"",,"","educacionycooperacion@mrecic.gov.ar","",,"",Lunes,Viernes,,,"9  A  17  HORAS",
CSHAN,"Sección  Educativa","Sección  Educativa","Seccion","Santiago  Demian  ","Cataldo","Cónsul  Adjunto",,"",,"",,"","cshan@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EHOND,"Sección  Encargado  Cancillería","Sección  Encargado  de  Cancillería","Seccion","Sebastián  Norberto  ","Kobaru","Jefe  de  Misión  Adjunto",,"",504  2232-2132,"",,"","ehond@cancilleria.gob.ar","",,"",,,,,"",
EFRUS,"Sección  Energía, Ciencia  y  Tecnología","Energy, Science  and  Technology  Section","Seccion","Juan  Carlos  ","Pignataro","Jefe  de  Sección","+74955648194","",,"","","","secyt_efrus@cancilleria.gob.ar","",,"",,,,,"",
ECHIN,"Sección  Inversiones","Jefe  de  Inversiones","Seccion","Leandro  Damian  ","Compagnucci","Jefe  de  Sección","(86-10)  65321406  ext.  30","",+86-138-1085-4349,"","","","echin@cancilleria.gob.ar","",,"",Lunes,Viernes,09:00:00,18:00:00,"9  a  18  hs",
EHILE,"Sección  Jurídica","Legal  Section","Seccion","Diana","Quiodo","Jefe  de  Sección  Legales","56-2-2582  2523","",,"","56-2-2639  3321","","juridicos_ehile@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EFRUS,"Sección  Malvinas  Antártida  y  Atlántico  Sur","Malvinas, Antarctica  and  South  Atlantic  Section","Seccion","Carlos  Ignacio  ","Bunge","Jefe  de  Sección","+74955021020","",,"",,"","efrus@cancilleria.gob.ar","",,"",,,00:00:00,00:00:00,"",
CNYOR,"Sección  Notarial","Notary  Public  Documents  Department","Seccion","Guillermo  Ariel  ","Olivares","Jefe  de  Sección","1  212  603  0451","",,"","","","informes@cnyor.com","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EFRAN,"Sección  Organismos  Internacionales  Económicos","Sección  Organismos  Internacionales  Económicos","Seccion","Raúl  Eugenio  ","Comelli","Jefe  de  Sección","0033144052712","",,"",,"","efran@cancilleria.gob.ar","",,"",,,,,"09:00  a  13:00  y  14:00  a  17:00  hs",
EPERU,"Sección  Política  ","Political  Section","Seccion","Angel  ","Banfi","Jefe  de  Sección","(0051-1)4414444","(0051-1)4413065",,"",,"","contacto_eperu@mrecic.gov.ar","",,"",,,,,"9.00  a  17.30",
EETIO,"Sección  Política","Political  Affairs","Seccion","Danilo  Luis  ","Baroni","Jefe  de  Sección  Política","+251  11  6672574","",+251  924828795,"","+251116672548","","eetio@mrecic.gov.ar","",,"",Lunes,Viernes,10:00:00,18:00:00,"",
EALEM,"Sección  Política","Political  Section","Seccion","Mariano  Federico  ","Perez  Varela","Jefe  de  Sección  Política","00  49  (30)  2266  8939","",,"",,"","ealem@cancilleria.gob.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
ECHES,"Sección  Política  ","Political  Affairs  Section","Seccion","Facundo  D.","Herrera","Jefe  de  Sección  Política",,"",,"",,"","eches@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
ECHIN,"Sección  Política","Seccion  Politica","Seccion","María  Guillermina  ","D'Onofrio","Jefe  de  Sección  Política","(+86-10)  6532  5405","(+86-10)  6532  5405",+86-138-1085-4349,"","","","echin@cancilleria.gob.ar","",,"",Lunes,Viernes,09:00:00,18:00:00,"9  a  18  hs",
ESUIZ,"Sección  Política","Political  Section","Seccion","Daniela  Paula  ","Duverne","Jefe  de  Sección","00  41  (31)  356  43  42","",,"",,"","esuiz@cancilleria.gob.ar","",,"",,,,,"9h.  a  17  h.",
EARGE,"Sección  Política","Sección  Política","Seccion","Facundo  ","Meli","Jefa  de  Sección  Política","+213  (0)  23187437","",+213  (0)  770381010,"","+213  (0)  23187439","","earge@cancilleria.gob.ar","","earge.cancilleria.gob.ar","",Domingo,Jueves,09:00:00,17:00:00,"09.00  a  17.00  horas  -  de  Domingo  a  Jueves",
EMSIA,"Sección  Política","Political  Section","Seccion","Gabriel  Eduardo  ","Parini","Jefe  de  Misión  Adjunto","(+60)  03-2144-1451","",(+60)  012-201-2464,"","(+60)  03-2144-1428","","emsia@cancilleria.gob.ar","","emsia.cancilleria.gob.ar","",Lunes,Viernes,09:00:00,17:00:00,"",
EECUA,"Sección  Política","Sección  Política","Seccion","Adrián  Gustavo  ","Viotti","Jefe  de  Sección","(593-2)  2562292  int.  214","",(593-9)  99738957,"",,"","eecua@mrecic.gov.ar","",,"",Lunes,Viernes,,,"9  A  17  HORAS",
EAUST,"Sección  Política","Political  Section","Seccion","Darío  ","Dziewezo  Polski","Jefe  de  Sección",,"",,"",,"","eaust@mrecic.gov.ar","",,"",,,00:00:00,00:00:00,"",
EEARB,"Sección  Política","Political  Section","Seccion","Carlos  S.","Risso  Domínguez","Jefe  de  Sección  Política","","",,"","","","eearb@mrecic.gov.ar","",,"",Domingo,Jueves,08:00:00,16:00:00,"",
ECORE,"Sección  Política","Sección  Política  y  Prensa","Seccion","Julián  Alberto  ","Canessa","Jefe  de  Sección  Política","82  2-793-4062","",,"",,"","ecorepol@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,18:00:00,"",
EEEUU,"Sección  Política","Jefe  de  Sección  Política","Seccion","Marcos","Stancanelli","Jefe  de  Sección  Política","00  1  202  238  6402","00  1  202  238  6425",,"","00  1  202  332  3171","","tob@embassyofargentina.us","",,"",,,,,"09:00  a  17:00  hs.",
EVENE,"Sección  Política","Sección  Política","Seccion","Eduardo  ","Porretti","Jefe  de  Sección  Política","58  212  2634262","",58  414  2387145,"",,"","evene@mrecic.gov.ar","politica_evene@mrecic.gov.ar","https://evene.cancilleria.gob.ar/es","",,,08:00:00,16:00:00,"Lunes  a  Viernes  de  8  a  16",
EEGIP,"Sección  Política","Sección  Política","Seccion","Sebastián  ","D'Alessio","Jefe  de  Sección  Política",,"",,"",,"","eegip@mrecic.gov.ar","",,"",Domingo,Jueves,09:00:00,15:00:00,"",
EUNGR,"Sección  Política","Political  Section","Seccion","Ricardo  Andrés  ","Vignolo","Jefe  de  Sección  Política","+36  1  326  0492","",,"",,"","  eungr@mrecic.gov.ar      ","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EHAIT,"Sección  Política","Todo  el  territorio  de  Haiti","Seccion","César  Alberto  ","Faes","Embajador","509  2940-67/11/12/13/14","",00  509  3676  0359,"",,"","ehait@cancilleria.gob.ar","",,"",,,,,"9.00  hs  a  17.00  hs",
ELBNO,"Sección  Política","Sección  Política","Seccion","Mauricio","Alice","Embajador","","",,"","","","elbno@mrecic.gov.ar","",,"",,,00:00:00,00:00:00,"",
EANGO,"Sección  Política","Sección  Política","Seccion","Carlos  Alberto  ","Martínez","Jefe  de  Sección  Política","","",,"","","","eango@cancilleria.gob.ar","",,"",,,00:00:00,00:00:00,"",
EMEXI,"Sección  Política","Political  Department","Seccion","María  Victoria  ","Urbistondo","Jefe  de  Sección","52  55  5520  9430","",,"",,"","politica-emexi@mrecic.gov.ar","",,"",,,,,"",
ENIGE,"Sección  Política","Political  Section","Seccion","Nicolás  Ignacio  ","Battagliotti","Jefe  de  Sección  Política",,"",,"",,"","enige@mrecic.gov.ar","",,"",,,00:00:00,00:00:00,"",
EQATR,"Sección  Política","Political  Section","Seccion","Manuel  Alfredo  ","Paz","Jefe  de  Sección  Política","974  44173601","",,"",,"","eqatr@mrecic.gov.ar","",,"",Domingo,Jueves,08:30:00,15:30:00,"",
EMARR,"Sección  Política","Chief  of  the  Political  Section","Seccion","Juan  Luis  ","Cura","Jefe  de  Sección  Política",,"",,"",,"","emarr@cancilleria.gov.ar","",,"",Lunes,Viernes,09:00:00,15:00:00,"",
EURUG,"Sección  Política","Political  Section","Seccion","Luis  Hernán  ","Albero","Jefe  de  Sección  Política","(+598)  29028166","",(+598)  92  947  601,"","598  2900  8408","","eurug@mrecic.gov.ar","","eurug.mrecic.gov.ar","",Lunes,Viernes,09:00:00,17:00:00,"",
EFRUS,"Sección  Política","Political  Section","Seccion","Juan  Carlos  ","Pignataro","Jefe  de  Sección  Política","+74955648194","",,"",,"","sepol_efrus@cancilleria.gob.ar","",,"",,,,,"9.30  -18.00",
EIRLA,"Sección  Política","Political  ","Seccion","Agostina  ","Salvaggio","Jefa  de  Sección  Política","353  1  269-1546","",,"",,"","eirla@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EISIA,"Sección  Política","Political  Section","Seccion","Gustavo  Arturo  ","Torres","Embajador","","",,"","","","eisia@mrecic.gov.ar","",,"",,,,,"09:00-16:00",
ETUNE,"Sección  Política","Political  Section","Seccion","Sebastián  ","Ballina","Jefe  de  Sección  Política","216  71  964  782","",,"","","","etune@mrecic.gov.ar  (correo  inst.)","",,"",Lunes,Viernes,09:00:00,18:00:00,"",
ECEUR,"Sección  Política","Head  of  Political  Section","Seccion","Pablo","Obregón","Jefe  de  Sección  Política","(+32)  2  648  93  71","",,"","","","eceur@cancilleria.gob.ar","",,"",,,,,"",""
EHILE,"Sección  Política","Political  Section","Seccion","Juan  Antonio  ","Barreto","Jefe  de  Sección  Política","56-2-2582  2516","",,"","56-2-2639  3321","","secpol_ehile@mrecic.gov.ar","","http://www.ehile.cancilleria.gov.ar/","",Lunes,Viernes,09:00:00,17:00:00,"",
ETAIL,"Sección  Política","Political  Section","Seccion","Gustavo  Héctor  ","Méndez","Jefe  de  Oficina","00  66  2  259  0401","",,"","00  66  2  259-0402","","etail@cancilleria.gob.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
ESURI,"Sección  Política","Political  section","Seccion","Tomás  A.  ","Oyuela  Marcovich","Jefe  de  Sección  Política",,"",,"",,"","esuri@cancilleria.gob.ar","",,"",,,,,"",
EITAL,"Sección  Política","Sección  Política","Seccion","Juan  Patricio  ","Pupi","Jefe  de  Sección  Política",,"",,"",,"","eital@cancilleria.gob.ar","",,"",,,,,"Lunes  a  viernes  de  09.00  a  18.00  horas",
EAZER,"Sección  Política","Sección  Política","Seccion","José  ","Quintana","Jefe  de  Sección  Política","+994  12  4935942/44/45","",00  994  (51)  366  79  85,"","00  994  (12)  4935943","","eazer@mrecic.gov.ar","","www.eazer.cancilleria.gob.ar","",Lunes,Viernes,09:00:00,17:00:00,"",
EUCRA,"Sección  Política","Sección  Política","Seccion","Jorge  Martín  ","Quaranta","Jefe  de  Sección  Política","","",,"","","","politica_eucra@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EINDI,"Sección  Política","Political  Section","Seccion","Renato  Iván  Agustín  ","Morales","Jefe/a  de  Sección  Política","+91  11    4078  1900","",,"",,"","eindi@mrecic.gov.ar","",,"",Lunes,Viernes,10:00:00,18:00:00,"",
EBELG,"Sección  Política","Political  Section","Seccion","Federico  Adrián  ","Burella","Jefe  de  Sección","00  32  2  647  7812","00  32  2  626  0485",,"",,"","ebelg@cancilleria.gob.ar","",,"",Lunes,Viernes,,,"de  9:00  a  17:00  hs.",
EMOZA,"Sección  Política","Political  Section","Seccion","Juan  Jorge  Martín  ","Núñez","Jefe  de  Sección  Política","","",,"","","","emoza@cancilleria.gob.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
ERUNI,"Seccion  Politica","MInistra","Seccion","E.  Fernanda  ","Millicay  Resquin","Jefa  de  Sección  Política","00  44  207  318  1300","",,"",,"","eruni@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,18:00:00,"",
ENZEL,"Sección  Política","Policy  Section","Seccion","Mariana  ","Alvarez  Rodríguez","Jefa  de  Misión  Adjunta","0064  4  4728330","",,"",,"","enzel@cancilleria.gob.ar","",,"",,,00:00:00,00:00:00,"",
ESUEC,"Sección  Política","Political  Department","Seccion","Silvia  Clara  ","Cao","Jefe  de  Sección  Política","(0046)  86631965","",,"","","","esuec@cancilleria.gob.ar","","https://esuec.cancilleria.gob.ar/","",Lunes,Viernes,09:00:00,17:00:00,"09:00  a  17:00",
EBARB,"Sección  Política","Political  Section","Seccion","Angel  Gustavo  ","Dalmazzo","Jefe  de  Sección",,"",,"",,"","ebarb@cancilleria.gob.ar","",,"",,,,,"08.30  a  15.30",
EVIET,"Sección  Política  y  Cooperación","Political  &  Cooperation  Section","Seccion","Benjamín  Bruno  ","Orellano","Jefe  de  Sección","84  24  3831  5262","",,"",,"","eviet@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EESPA,"Sección  Política  y  Cooperación  Jurídica","Political  Section","Seccion","Heripsime  Lara  ","Jensezian","Jefa  de  Sección","34  917710500  -19","34  917710508",34  639707564,"",,"","politica.argenesp@mrecic.gov.ar","","http://eespa.mrecic.gov.ar/","",Lunes,Viernes,09:00:00,17:00:00,"9.00  a  17.00  hs",
ERUNI,"Sección  Política  y  Coordinación","Political  Section","Seccion","Mariana  Edith  ","Plaza","Jefa  de  Oficina","00  44  207  318  1300","",,"",,"","politica@argentine-embassy-uk.org","",,"",,,,,"9.30  a  17.30  hs",
ESING,"Sección  Política  y  Cultural","Political  and  Cultural  Section","Seccion","Norberto  Ariel  ","Martins  Mogo","Jefe  de  Sección  Política",,"",,"",,"","esing@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
EISRA,"Sección  Política  y  Cultural","Political  and  Cultural  Section","Seccion","Nicolás  Gustavo  ","Gauna","Jefa  de  Sección  Política","(972-73)  2520801","(972-73)  2520800",,"","(972-9)  9702748","(972-73)  2520821","cultura_eisra@mrecic.gov.ar","",,"",,,,,"08.00  to  16.00  hs",
EFRAN,"Sección  Política, Asuntos  Juridicos  y  Derechos  Humanos","  Sección  Política, Asuntos  Juridicos  y  Derechos  Humanos","Seccion","Silvina","Murphy","Jefe  de  Sección","0033144052700","",,"",,"","politica_efran@mrecic.gov.ar","",,"",,,,,"09:00  a  13:00  y  14:00  a  17:00  hs",
EBOLV,"Sección  Política, Fronteras, Defensa  y  Seguridad","Area  de  límites  y  fronteras.  Defensa  y  cooperación  militar","Seccion","Lucas  Ezequiel  ","Demaria","Jefe  de  Oficina","+591  2  2417737","+591  2  2417737",,"","591  2  2422727","","dzq@mrecic.gov.ar","","ebolv.mrecic.gov.ar","",,,,,"08:30  a  16:30",
EESPA,"Sección  Política, Prensa  y  Comunicación","Political  Section  and  Press","Seccion","Melipal  ","Esteban","Jefa  de  Sección",,"",,"",,"","eespa@mrecic.gov.ar","",,"",Lunes,Viernes,09:00:00,17:00:00,"",
ECOLO,"Sección  Política, Tecnología  y  Ciencia","Sección  Política","Seccion","Rafael  Alberto  ","Patrignani","Jefe  de  Sección  Política","+57  601  288  0900","",,"","","","ecolo_politica@cancilleria.gob.ar","",,"",,,,,"09.00  a  17.00",
EPBAJ,"Sección  Política/Jurídica  ","Legal  section","Seccion","Juan  Ignacio  ","Aguiar","Jefe/a  de  Sección  Legales","0031  70  3118411        /        0031  70  3118412","",,"","","","epbaj@mrecic.gov.ar","epbaj@mrecic.gov.ar",,"",,,,,"09.00  a  17.00  hs.",
